id,hometown,habit,age,gender,result
2287,Vinh Phuc,football,21,male,yes
2288,Hai Duong,football,18,female,yes
2289,Ca Mau,volleyball,22,male,yes
2290,Hai Phong,badminton,23,female,no
2291,Hai Phong,badminton,18,female,yes
2292,Ca Mau,volleyball,21,male,yes
2293,Binh Duong,football,19,female,no
2294,Hai Duong,football,22,male,no
2295,Vinh Phuc,marathon,21,male,yes
2296,Vinh Phuc,volleyball,19,male,yes
2297,Binh Duong,volleyball,21,female,no
2298,Ha Noi,volleyball,19,male,no
2299,Ca Mau,badminton,20,female,yes
2300,Vinh,marathon,22,female,yes
2301,Binh Duong,marathon,19,male,no
2302,Vinh,marathon,22,male,no
2303,Vinh Phuc,marathon,19,female,no
2304,Ca Mau,badminton,18,male,no
2305,Hai Duong,badminton,20,female,yes
2306,Ha Noi,badminton,19,male,yes
2307,Ca Mau,marathon,19,male,yes
2308,Ca Mau,badminton,21,male,yes
2309,Vinh,football,23,male,no
2310,Ha Noi,marathon,19,male,yes
2311,Ca Mau,football,18,female,no
2312,Binh Duong,volleyball,23,male,no
2313,Hai Duong,football,22,male,no
2314,Hai Duong,badminton,22,female,yes
2315,Ca Mau,badminton,23,male,yes
2316,Hai Duong,badminton,18,male,no
2317,Hai Duong,badminton,23,female,no
2318,Hai Duong,marathon,21,male,no
2319,Hai Phong,badminton,23,female,yes
2320,Vinh,football,18,female,yes
2321,Ca Mau,marathon,22,male,yes
2322,Ca Mau,volleyball,18,male,yes
2323,Hai Phong,football,20,female,yes
2324,Hai Phong,marathon,18,female,yes
2325,Ca Mau,badminton,19,male,yes
2326,Hai Phong,volleyball,19,male,no
2327,Vinh,badminton,20,male,no
2328,Ha Noi,football,18,male,no
2329,Hai Phong,volleyball,22,female,no
2330,Hai Phong,marathon,20,female,no
2331,Hai Phong,badminton,18,male,no
2332,Hai Duong,volleyball,19,male,no
2333,Hai Duong,marathon,19,male,yes
2334,Ha Noi,volleyball,22,female,no
2335,Ha Noi,badminton,23,male,no
2336,Binh Duong,volleyball,19,female,no
2337,Hai Phong,volleyball,23,male,no
2338,Ca Mau,volleyball,20,female,no
2339,Binh Duong,volleyball,21,female,no
2340,Hai Duong,badminton,21,female,yes
2341,Ca Mau,football,20,male,yes
2342,Hai Phong,football,20,male,yes
2343,Binh Duong,football,21,female,yes
2344,Vinh,badminton,21,male,no
2345,Hai Duong,football,18,male,yes
2346,Vinh Phuc,marathon,22,female,no
2347,Hai Phong,football,23,female,no
2348,Ca Mau,football,22,male,no
2349,Vinh,badminton,20,female,no
2350,Hai Duong,football,22,male,yes
2351,Hai Duong,marathon,22,female,no
2352,Ca Mau,volleyball,19,female,yes
2353,Binh Duong,football,23,female,yes
2354,Hai Duong,marathon,19,male,yes
2355,Ca Mau,football,19,female,yes
2356,Vinh,marathon,19,male,no
2357,Hai Duong,badminton,23,male,no
2358,Hai Phong,football,18,male,no
2359,Hai Duong,football,20,male,yes
2360,Vinh,badminton,18,female,yes
2361,Hai Phong,volleyball,22,female,yes
2362,Vinh,marathon,21,female,no
2363,Ha Noi,marathon,22,male,yes
2364,Vinh Phuc,marathon,23,female,yes
2365,Binh Duong,marathon,22,male,yes
2366,Hai Duong,marathon,18,female,no
2367,Binh Duong,football,23,male,yes
2368,Hai Duong,football,18,female,no
2369,Ca Mau,football,21,female,yes
2370,Binh Duong,badminton,18,female,no
2371,Hai Phong,marathon,19,male,yes
2372,Vinh Phuc,badminton,21,female,yes
2373,Vinh Phuc,badminton,20,male,no
2374,Hai Phong,badminton,18,male,yes
2375,Vinh,football,19,male,yes
2376,Vinh Phuc,badminton,23,male,yes
2377,Binh Duong,marathon,19,female,yes
2378,Hai Phong,marathon,22,male,yes
2379,Vinh Phuc,marathon,19,female,yes
2380,Binh Duong,volleyball,18,female,no
2381,Vinh,badminton,23,female,yes
2382,Binh Duong,volleyball,20,male,yes
2383,Hai Phong,marathon,22,female,yes
2384,Vinh,football,20,female,yes
2385,Vinh Phuc,volleyball,23,male,no
2386,Vinh Phuc,volleyball,23,male,no
2387,Vinh Phuc,marathon,23,male,yes
2388,Ca Mau,badminton,19,male,no
2389,Ha Noi,volleyball,18,female,no
2390,Ha Noi,volleyball,21,male,yes
2391,Hai Duong,volleyball,20,male,yes
2392,Hai Phong,badminton,19,male,no
2393,Ca Mau,football,21,male,yes
2394,Vinh Phuc,badminton,20,female,yes
2395,Binh Duong,volleyball,22,female,no
2396,Vinh Phuc,football,19,male,yes
2397,Ha Noi,volleyball,21,male,yes
2398,Vinh,volleyball,20,female,no
2399,Vinh Phuc,football,23,female,yes
2400,Ha Noi,volleyball,20,male,no
2401,Vinh Phuc,football,23,male,no
2402,Vinh Phuc,marathon,19,female,no
2403,Binh Duong,badminton,19,male,no
2404,Ca Mau,badminton,23,male,yes
2405,Vinh,football,20,male,no
2406,Hai Duong,badminton,21,female,yes
2407,Ha Noi,marathon,20,male,yes
2408,Ca Mau,marathon,21,female,yes
2409,Hai Duong,marathon,21,male,no
2410,Vinh,volleyball,20,male,no
2411,Ca Mau,volleyball,23,male,no
2412,Ca Mau,marathon,20,female,yes
2413,Vinh,volleyball,21,female,yes
2414,Binh Duong,badminton,19,male,yes
2415,Binh Duong,football,18,female,no
2416,Binh Duong,football,22,female,no
2417,Hai Duong,badminton,23,male,no
2418,Hai Duong,football,20,female,yes
2419,Binh Duong,football,19,male,yes
2420,Ca Mau,badminton,21,male,yes
2421,Vinh Phuc,volleyball,19,male,no
2422,Ha Noi,marathon,19,male,yes
2423,Ha Noi,badminton,21,female,no
2424,Vinh Phuc,marathon,21,female,yes
2425,Vinh Phuc,volleyball,19,male,no
2426,Vinh,marathon,21,male,yes
2427,Hai Duong,marathon,21,male,no
2428,Ha Noi,volleyball,18,male,yes
2429,Ca Mau,volleyball,23,female,no
2430,Binh Duong,badminton,21,female,yes
2431,Hai Duong,marathon,18,female,no
2432,Vinh Phuc,volleyball,18,female,yes
2433,Ha Noi,badminton,20,male,no
2434,Hai Duong,volleyball,22,female,no
2435,Vinh,badminton,18,male,no
2436,Ca Mau,marathon,23,female,no
2437,Ha Noi,football,23,male,yes
2438,Vinh,badminton,19,female,no
2439,Vinh,marathon,23,male,no
2440,Binh Duong,volleyball,18,male,yes
2441,Vinh,marathon,20,male,no
2442,Ca Mau,marathon,22,male,yes
2443,Hai Phong,marathon,22,male,yes
2444,Binh Duong,marathon,22,male,yes
2445,Binh Duong,football,20,female,yes
2446,Ca Mau,football,18,female,no
2447,Vinh,marathon,20,male,no
2448,Ca Mau,football,22,male,no
2449,Ca Mau,football,20,female,no
2450,Hai Duong,football,22,female,no
2451,Ha Noi,badminton,20,female,no
2452,Hai Phong,marathon,19,female,no
2453,Binh Duong,badminton,20,male,no
2454,Ca Mau,badminton,22,female,yes
2455,Hai Phong,football,20,female,yes
2456,Binh Duong,badminton,21,female,no
2457,Vinh Phuc,volleyball,22,male,no
2458,Vinh,badminton,19,male,no
2459,Ha Noi,volleyball,23,male,no
2460,Hai Duong,marathon,19,male,yes
2461,Hai Duong,volleyball,22,female,yes
2462,Vinh Phuc,badminton,18,female,no
2463,Ha Noi,volleyball,19,male,no
2464,Vinh Phuc,volleyball,20,female,yes
2465,Binh Duong,marathon,23,female,yes
2466,Binh Duong,volleyball,18,male,yes
2467,Ha Noi,marathon,21,female,no
2468,Ca Mau,badminton,22,male,no
2469,Vinh,volleyball,20,female,yes
2470,Hai Duong,volleyball,22,male,no
2471,Hai Duong,volleyball,19,female,no
2472,Vinh,marathon,19,male,yes
2473,Vinh Phuc,marathon,20,female,yes
2474,Ca Mau,badminton,21,male,no
2475,Vinh,football,18,female,no
2476,Vinh,marathon,22,female,yes
2477,Vinh,marathon,18,female,yes
2478,Binh Duong,marathon,20,female,yes
2479,Hai Phong,volleyball,23,female,yes
2480,Hai Duong,badminton,20,male,no
2481,Binh Duong,football,23,male,yes
2482,Ca Mau,badminton,22,male,no
2483,Binh Duong,marathon,19,male,yes
2484,Hai Duong,football,18,female,no
2485,Hai Duong,badminton,18,male,no
2486,Hai Duong,volleyball,18,male,no
2487,Ha Noi,badminton,18,male,yes
2488,Hai Duong,football,22,male,no
2489,Ha Noi,badminton,19,male,no
2490,Vinh,marathon,21,male,yes
2491,Hai Duong,volleyball,22,male,no
2492,Ca Mau,volleyball,20,female,no
2493,Binh Duong,football,23,male,yes
2494,Hai Phong,football,23,male,yes
2495,Ca Mau,marathon,18,female,yes
2496,Hai Duong,volleyball,21,male,no
2497,Binh Duong,volleyball,23,female,no
2498,Vinh,football,18,female,yes
2499,Hai Duong,volleyball,22,male,no
2500,Ca Mau,marathon,18,female,no
2501,Hai Duong,football,21,male,no
2502,Ca Mau,volleyball,18,male,yes
2503,Vinh Phuc,badminton,22,male,no
2504,Hai Duong,badminton,19,male,no
2505,Vinh,football,21,female,no
2506,Hai Duong,marathon,20,female,yes
2507,Ha Noi,volleyball,18,female,yes
2508,Ca Mau,volleyball,20,male,yes
2509,Ha Noi,marathon,22,female,no
2510,Ha Noi,football,22,male,yes
2511,Binh Duong,marathon,20,female,no
2512,Vinh,badminton,22,female,no
2513,Ha Noi,marathon,22,male,no
2514,Ha Noi,volleyball,22,female,yes
2515,Vinh Phuc,volleyball,22,female,no
2516,Ca Mau,volleyball,19,male,yes
2517,Vinh,marathon,18,female,no
2518,Binh Duong,marathon,22,male,yes
2519,Binh Duong,badminton,19,female,yes
2520,Hai Duong,marathon,23,female,yes
2521,Hai Duong,badminton,21,female,yes
2522,Hai Duong,football,21,female,yes
2523,Ha Noi,marathon,20,female,yes
2524,Hai Duong,volleyball,22,male,yes
2525,Hai Phong,badminton,23,female,yes
2526,Ca Mau,football,21,female,no
2527,Ca Mau,football,18,male,yes
2528,Ca Mau,volleyball,18,male,no
2529,Ca Mau,badminton,23,female,yes
2530,Binh Duong,football,22,male,no
2531,Ca Mau,volleyball,23,male,yes
2532,Ca Mau,football,23,female,yes
2533,Ca Mau,volleyball,21,female,no
2534,Vinh Phuc,volleyball,21,female,yes
2535,Binh Duong,football,23,female,no
2536,Hai Phong,football,20,female,no
2537,Hai Phong,volleyball,19,female,no
2538,Ha Noi,badminton,22,female,no
2539,Binh Duong,football,18,male,yes
2540,Binh Duong,volleyball,23,male,yes
2541,Binh Duong,volleyball,21,male,yes
2542,Hai Phong,football,23,male,yes
2543,Binh Duong,volleyball,22,male,no
2544,Binh Duong,badminton,22,male,yes
2545,Vinh Phuc,football,18,male,yes
2546,Hai Phong,volleyball,21,female,yes
2547,Hai Duong,football,22,female,no
2548,Hai Duong,football,19,male,yes
2549,Vinh Phuc,marathon,21,female,yes
2550,Vinh,marathon,23,female,yes
2551,Ca Mau,badminton,20,female,yes
2552,Ca Mau,badminton,18,female,no
2553,Hai Duong,football,21,male,no
2554,Hai Duong,badminton,20,female,no
2555,Hai Phong,volleyball,19,female,no
2556,Hai Phong,marathon,21,male,no
2557,Hai Duong,badminton,18,female,yes
2558,Binh Duong,badminton,21,male,no
2559,Hai Duong,marathon,23,male,no
2560,Hai Duong,badminton,20,male,no
2561,Hai Phong,marathon,18,male,no
2562,Ca Mau,volleyball,18,female,no
2563,Ha Noi,football,23,female,no
2564,Hai Duong,badminton,22,female,no
2565,Vinh,football,18,female,yes
2566,Ha Noi,marathon,23,female,no
2567,Hai Phong,marathon,23,male,yes
2568,Hai Phong,marathon,18,female,no
2569,Binh Duong,marathon,21,female,no
2570,Hai Duong,marathon,21,female,no
2571,Hai Duong,volleyball,23,female,no
2572,Binh Duong,football,23,female,yes
2573,Ca Mau,badminton,20,male,yes
2574,Binh Duong,football,22,female,no
2575,Hai Duong,badminton,23,male,no
2576,Vinh Phuc,volleyball,23,female,no
2577,Vinh Phuc,volleyball,19,male,yes
2578,Hai Duong,volleyball,22,male,yes
2579,Hai Phong,marathon,19,female,no
2580,Vinh,volleyball,20,male,no
2581,Vinh,volleyball,20,female,no
2582,Ca Mau,football,19,female,yes
2583,Hai Phong,volleyball,21,female,yes
2584,Hai Phong,volleyball,23,male,yes
2585,Ha Noi,football,20,male,no
2586,Vinh Phuc,marathon,20,male,no
2587,Vinh Phuc,volleyball,19,male,yes
2588,Ca Mau,marathon,21,female,yes
2589,Vinh Phuc,volleyball,20,male,yes
2590,Hai Phong,football,22,male,yes
2591,Vinh Phuc,football,22,female,no
2592,Hai Phong,football,18,male,yes
2593,Binh Duong,marathon,18,female,yes
2594,Ha Noi,badminton,21,female,yes
2595,Hai Duong,badminton,19,female,yes
2596,Binh Duong,football,19,female,yes
2597,Vinh,volleyball,18,male,yes
2598,Hai Phong,volleyball,19,female,yes
2599,Vinh,badminton,21,male,no
2600,Vinh,badminton,19,female,yes
2601,Vinh,football,23,female,yes
2602,Ca Mau,marathon,20,female,yes
2603,Hai Phong,volleyball,18,male,yes
2604,Vinh,football,18,female,no
2605,Vinh Phuc,marathon,18,male,yes
2606,Hai Phong,badminton,19,male,no
2607,Hai Phong,volleyball,23,female,yes
2608,Hai Phong,marathon,23,male,yes
2609,Hai Duong,badminton,20,male,no
2610,Ha Noi,volleyball,21,female,no
2611,Hai Duong,badminton,18,female,yes
2612,Ca Mau,football,23,male,yes
2613,Ca Mau,football,21,male,yes
2614,Vinh Phuc,volleyball,19,male,no
2615,Vinh Phuc,badminton,23,male,no
2616,Hai Duong,marathon,22,male,no
2617,Binh Duong,volleyball,19,male,no
2618,Hai Duong,football,19,male,no
2619,Ca Mau,volleyball,19,male,yes
2620,Ca Mau,marathon,19,male,no
2621,Vinh,marathon,19,male,yes
2622,Vinh,volleyball,23,female,yes
2623,Vinh,marathon,20,male,no
2624,Ca Mau,volleyball,20,female,yes
2625,Vinh,badminton,21,female,yes
2626,Ca Mau,football,20,male,yes
2627,Vinh Phuc,football,18,female,yes
2628,Hai Phong,marathon,22,male,no
2629,Binh Duong,volleyball,19,male,no
2630,Vinh Phuc,football,22,female,no
2631,Hai Duong,volleyball,23,female,no
2632,Hai Phong,marathon,22,male,no
2633,Ha Noi,badminton,18,female,yes
2634,Ha Noi,football,21,female,yes
2635,Ha Noi,volleyball,22,female,yes
2636,Ha Noi,badminton,19,female,yes
2637,Ha Noi,volleyball,19,male,yes
2638,Ha Noi,marathon,21,male,no
2639,Hai Phong,marathon,21,male,yes
2640,Hai Duong,badminton,23,female,yes
2641,Hai Phong,badminton,23,female,no
2642,Binh Duong,badminton,20,female,yes
2643,Vinh Phuc,badminton,18,female,no
2644,Hai Duong,marathon,20,male,no
2645,Ha Noi,marathon,18,female,no
2646,Ha Noi,football,19,male,no
2647,Binh Duong,badminton,20,female,no
2648,Vinh Phuc,volleyball,18,male,no
2649,Hai Phong,football,21,female,yes
2650,Hai Phong,volleyball,22,male,no
2651,Vinh Phuc,marathon,20,female,yes
2652,Ha Noi,volleyball,18,male,no
2653,Ha Noi,football,19,female,yes
2654,Vinh,volleyball,19,female,yes
2655,Ha Noi,football,22,female,yes
2656,Binh Duong,football,21,female,yes
2657,Binh Duong,football,20,male,no
2658,Vinh,football,19,female,yes
2659,Hai Duong,marathon,20,male,yes
2660,Vinh,badminton,21,male,no
2661,Hai Phong,football,18,male,no
2662,Binh Duong,football,21,female,no
2663,Hai Duong,marathon,22,female,yes
2664,Ha Noi,badminton,23,male,no
2665,Ha Noi,football,23,male,yes
2666,Hai Phong,volleyball,22,male,yes
2667,Hai Phong,badminton,23,female,no
2668,Vinh Phuc,badminton,21,female,yes
2669,Ca Mau,football,22,male,no
2670,Vinh,marathon,21,male,no
2671,Ha Noi,football,19,female,yes
2672,Ha Noi,badminton,18,male,no
2673,Binh Duong,badminton,23,male,yes
2674,Vinh,marathon,22,female,yes
2675,Hai Phong,badminton,20,female,yes
2676,Ca Mau,football,23,female,no
2677,Ca Mau,volleyball,20,female,yes
2678,Binh Duong,football,22,male,yes
2679,Ha Noi,badminton,20,male,no
2680,Hai Duong,football,22,female,no
2681,Vinh Phuc,marathon,18,female,no
2682,Vinh,volleyball,19,female,no
2683,Hai Phong,football,23,male,no
2684,Ca Mau,marathon,20,male,no
2685,Binh Duong,football,19,male,no
2686,Vinh,marathon,21,male,yes
2687,Vinh,badminton,20,male,yes
2688,Hai Duong,football,23,male,no
2689,Binh Duong,badminton,22,male,yes
2690,Ca Mau,marathon,22,female,yes
2691,Ca Mau,volleyball,23,female,yes
2692,Vinh,badminton,19,female,yes
2693,Hai Duong,marathon,23,male,no
2694,Vinh Phuc,football,21,female,yes
2695,Hai Phong,marathon,22,male,no
2696,Hai Duong,football,18,female,yes
2697,Hai Duong,volleyball,19,female,yes
2698,Vinh Phuc,marathon,23,male,no
2699,Hai Duong,football,20,male,no
2700,Hai Duong,badminton,18,female,yes
2701,Ha Noi,volleyball,21,male,yes
2702,Binh Duong,marathon,21,male,no
2703,Ca Mau,badminton,23,male,yes
2704,Binh Duong,volleyball,23,male,yes
2705,Vinh,badminton,18,male,yes
2706,Vinh Phuc,football,18,female,yes
2707,Vinh,volleyball,21,female,yes
2708,Binh Duong,football,19,male,no
2709,Hai Phong,volleyball,18,female,no
2710,Binh Duong,volleyball,20,male,no
2711,Binh Duong,football,21,female,no
2712,Vinh Phuc,football,19,male,yes
2713,Hai Phong,volleyball,19,male,no
2714,Hai Duong,football,22,male,no
2715,Vinh Phuc,football,19,male,yes
2716,Binh Duong,volleyball,19,female,no
2717,Hai Phong,badminton,23,male,yes
2718,Hai Phong,badminton,22,male,yes
2719,Ha Noi,football,19,female,no
2720,Ha Noi,volleyball,19,female,no
2721,Vinh,marathon,19,female,no
2722,Hai Duong,marathon,20,male,no
2723,Vinh Phuc,badminton,23,female,no
2724,Hai Duong,football,21,female,no
2725,Hai Phong,badminton,20,male,yes
2726,Ca Mau,volleyball,19,female,yes
2727,Vinh,volleyball,18,female,yes
2728,Ca Mau,volleyball,22,male,no
2729,Ca Mau,football,19,male,no
2730,Ca Mau,marathon,20,male,yes
2731,Binh Duong,badminton,23,female,yes
2732,Vinh,marathon,19,female,no
2733,Ca Mau,marathon,22,male,no
2734,Binh Duong,volleyball,21,female,no
2735,Binh Duong,football,19,male,yes
2736,Ca Mau,football,21,female,no
2737,Vinh Phuc,football,23,male,no
2738,Ca Mau,football,22,female,yes
2739,Hai Duong,volleyball,18,female,no
2740,Binh Duong,marathon,19,female,yes
2741,Hai Duong,marathon,23,male,yes
2742,Vinh Phuc,badminton,21,male,no
2743,Ha Noi,football,22,female,yes
2744,Ca Mau,volleyball,18,male,yes
2745,Hai Duong,marathon,18,female,no
2746,Hai Duong,football,19,female,no
2747,Binh Duong,football,20,female,yes
2748,Hai Phong,volleyball,18,female,yes
2749,Ca Mau,marathon,20,female,no
2750,Hai Duong,marathon,20,female,no
2751,Binh Duong,marathon,23,male,no
2752,Vinh Phuc,marathon,18,female,no
2753,Hai Phong,football,21,male,no
2754,Hai Phong,volleyball,21,female,yes
2755,Binh Duong,marathon,20,female,no
2756,Ca Mau,volleyball,21,male,yes
2757,Ha Noi,badminton,20,female,no
2758,Ha Noi,football,19,female,no
2759,Hai Phong,marathon,19,female,no
2760,Hai Phong,volleyball,22,male,yes
2761,Vinh,football,21,male,no
2762,Vinh,badminton,22,male,yes
2763,Vinh,football,21,female,no
2764,Ha Noi,marathon,20,male,no
2765,Ha Noi,marathon,23,female,yes
2766,Vinh Phuc,badminton,21,male,no
2767,Ha Noi,football,18,male,yes
2768,Ha Noi,marathon,22,male,yes
2769,Hai Duong,badminton,23,female,no
2770,Hai Duong,marathon,18,female,yes
2771,Vinh Phuc,volleyball,22,female,yes
2772,Vinh Phuc,volleyball,19,female,no
2773,Hai Duong,volleyball,18,male,yes
2774,Ca Mau,marathon,18,male,no
2775,Vinh,volleyball,20,male,no
2776,Vinh,marathon,18,female,yes
2777,Vinh Phuc,badminton,18,female,no
2778,Vinh,badminton,19,female,no
2779,Ca Mau,football,22,male,no
2780,Vinh,football,20,male,yes
2781,Vinh,volleyball,18,male,no
2782,Vinh,badminton,18,female,yes
2783,Hai Duong,football,22,female,yes
2784,Ha Noi,marathon,21,male,yes
2785,Hai Phong,marathon,19,male,yes
2786,Ha Noi,badminton,23,female,yes
2787,Hai Phong,marathon,20,female,yes
2788,Ha Noi,badminton,19,male,no
2789,Ca Mau,marathon,20,female,yes
2790,Ca Mau,marathon,22,female,no
2791,Vinh Phuc,marathon,21,male,no
2792,Ha Noi,marathon,20,male,yes
2793,Ca Mau,marathon,23,male,no
2794,Binh Duong,badminton,21,female,no
2795,Hai Duong,volleyball,18,female,yes
2796,Vinh,volleyball,18,female,yes
2797,Ha Noi,volleyball,19,male,yes
2798,Vinh,football,23,female,no
2799,Vinh Phuc,volleyball,22,female,yes
2800,Vinh Phuc,football,22,male,no
2801,Binh Duong,volleyball,18,female,yes
2802,Vinh,volleyball,21,male,no
2803,Hai Phong,volleyball,23,male,no
2804,Ha Noi,badminton,21,male,no
2805,Hai Phong,football,19,male,no
2806,Ca Mau,football,19,male,no
2807,Hai Phong,badminton,21,female,no
2808,Ca Mau,marathon,20,female,yes
2809,Vinh,badminton,23,male,yes
2810,Hai Duong,football,19,female,yes
2811,Ca Mau,badminton,20,male,yes
2812,Binh Duong,football,23,female,yes
2813,Ha Noi,volleyball,22,female,yes
2814,Vinh,football,18,female,no
2815,Ha Noi,volleyball,20,male,yes
2816,Ca Mau,football,21,female,no
2817,Vinh,marathon,22,female,no
2818,Hai Duong,marathon,23,male,no
2819,Vinh,badminton,20,male,yes
2820,Hai Duong,badminton,20,male,yes
